date,air_temp_51000h,air_temp_51101h,average_wave_period_51000h,average_wave_period_51101h,average_wave_period_51201h,dominant_wave_period_51000h,dominant_wave_period_51101h,dominant_wave_period_51201h,wave_height_21418t,wave_height_46402t,wave_height_51000h,wave_height_51101h,wave_height_51201h
2017-04-28,24,22.7125,6.527083333333334,6.502916666666667,7.338085106382978,8.78875,8.555416666666666,10.946170212765956,NA,14.176614583333105,1.7641666666666667,2.296666666666667,0.9234042553191489
2017-04-29,23.970833333333335,20.05217391304348,6.484166666666667,6.768695652173913,6.13625,9.49125,8.967826086956523,9.6775,NA,14.187906249999761,1.9575,3.036086956521739,1.8260416666666668
2017-04-30,22.625,21,6.722083333333334,7.335,7.51,9.774583333333334,9.869583333333333,9.493404255319149,NA,14.213874999999803,2.63875,3.347916666666667,2.075744680851064
2017-05-01,24.456521739130434,23.254166666666666,6.134347826086956,6.687083333333334,7.927446808510639,7.998260869565217,9.370833333333334,10.071489361702127,NA,14.212291666666422,2.385217391304348,2.3916666666666666,1.9087234042553192
2017-05-02,24.175,24.070833333333333,6.378333333333333,6.835416666666667,6.68891304347826,8.2725,8.858333333333333,8.519565217391305,NA,14.202270833333094,1.8579166666666667,1.6329166666666668,1.242608695652174
2017-05-03,24.1125,23.983333333333334,7.027083333333334,6.255833333333333,5.946590909090909,9.062916666666666,10.8575,9.945454545454545,NA,14.199447916666449,1.5145833333333334,1.75375,0.9990909090909091
2017-05-04,23.575,23.8375,6.565,6.23625,5.744791666666667,9.982916666666666,7.866666666666667,12.209166666666667,NA,14.18304166666644,1.9975,2.2870833333333334,1.2135416666666667
2017-05-05,23.208333333333332,24.125,6.232916666666667,5.787916666666667,6.5834782608695654,8.899583333333334,7.541666666666667,8.474347826086957,NA,14.153874999999772,2.44,1.8025,1.7758695652173913
2017-05-06,23.770833333333332,24.225,5.90375,6.129583333333334,5.924791666666667,7.9625,8.3220833333333335,7.957708333333334,NA,14.144604166666417,1.9916666666666667,1.3475,1.4095833333333334
2017-05-07,23.95,24.475,5.96125,7.70375,5.633958333333333,8.395416666666666,12.088333333333333,8.254166666666666,NA,14.124291666666466,1.8891666666666667,1.9441666666666666,1.166875
2017-05-08,23.583333333333332,24.179166666666667,6.79125,8.793750000000001,8.7725,13.16625,12.625,13.565208333333333,NA,14.122968749999814,2.4204166666666667,2.47125,1.746875
2017-05-09,23.8625,23.908695652173915,6.70375,7.6326086956521735,8.293829787234042,11.594166666666666,10.90304347826087,12.19,NA,14.129854166666462,2.0995833333333334,2.3460869565217393,1.554255319148936
2017-05-10,23.708695652173912,24.34090909090909,6.4943478260869565,6.832272727272727,6.8395121951219515,11.262608695652174,10.448636363636364,11.54,NA,14.139416666666468,1.9521739130434783,2.1513636363636364,1.5251219512195122
2017-05-11,23.086363636363636,24.345454545454544,6.053181818181819,5.693636363636363,6.747446808510638,10.819090909090908,7.623636363636364,11.130851063829788,NA,14.161968749999764,2.0186363636363636,1.9463636363636363,1.4740425531914894
2017-05-12,24.008333333333333,24.8125,5.752916666666667,5.567083333333334,5.991458333333333,7.33,7.19625,9.106458333333332,NA,14.170593749999739,2.13625,1.9029166666666666,1.3229166666666667
2017-05-13,23.8,24.895833333333332,6.11,5.758333333333333,6.0895744680851065,8.215652173913044,8.335833333333333,8.308936170212766,NA,14.170052083333132,2.4617391304347827,1.94625,1.5612765957446808
2017-05-14,23.295833333333334,24.475,6.421666666666667,6.32875,6.316739130434782,9.1025,8.995,8.923695652173913,NA,14.174395833333099,2.6016666666666666,2.23,1.78
2017-05-15,23.404166666666665,24.491666666666667,6.287083333333333,6.495416666666666,6.4835416666666665,9.039166666666667,9.545,9.224166666666667,NA,14.168802083333153,2.6679166666666667,2.182916666666667,1.8695833333333334
2017-05-16,23.63478260869565,24.575,6.394347826086957,6.510416666666667,6.477021276595744,9.142608695652173,9.854583333333334,9.098936170212767,NA,14.167208333333102,2.801304347826087,2.1745833333333335,2.02531914893617
2017-05-17,23.504166666666666,24.525,6.315416666666667,6.984166666666667,6.223829787234043,9.10875,10.044166666666667,9.095106382978724,NA,14.170697916666493,2.453333333333333,2.36625,1.872127659574468
2017-05-18,23.383333333333333,24.3875,6.3654166666666665,7.795833333333333,6.894782608695652,9.84625,10.436666666666667,11.234347826086957,NA,14.15349999999978,1.8825,2.21875,1.5154347826086956
2017-05-19,23.45,24.416666666666668,6.979166666666667,7.539583333333333,6.964893617021277,10.51375,8.931666666666667,10.961063829787234,NA,14.129999999999768,1.5208333333333333,1.6925,1.2331914893617022
2017-05-20,23.4,24.366666666666667,6.523333333333333,7.414583333333334,6.1114893617021275,8.345833333333333,8.985,8.880638297872341,NA,14.108489583333077,1.3429166666666668,1.3416666666666666,0.9238297872340425
2017-05-21,23.745833333333334,24.22173913043478,6.038333333333333,7.471304347826087,5.895652173913043,8.38875,12.338695652173913,8.699347826086957,NA,14.122343749999791,1.1779166666666667,1.3708695652173912,0.8484782608695652
2017-05-22,23.945833333333333,23.275,6.837916666666667,6.34375,6.561111111111111,12.467083333333333,9.049583333333333,13.590666666666667,NA,14.138041666666473,1.6104166666666666,2.84375,1.3348888888888888
2017-05-23,23.804166666666667,23.9625,6.404166666666667,6.512083333333333,7.191111111111111,10.60875,8.1375,11.474888888888888,NA,14.13988541666645,2.33875,3.0679166666666666,2.1555555555555554
